,company,comp_id
631,"ОАО ""Автомобилист-1""",29801
632,"АО ""ФРИТЕКС""",2791
633,"АО ""Тавдинский хлебозавод""",22222
634,ПАО «ФСК ЕЭС»,379
635,"ПАО ""САФМАР Финансовые инвестиции""",11328
636,"АО ""Банк ДОМ.РФ""",3196
637,"ПАО ""Приморавтотранс""",720
638,"ПАО ""Кокс""",7772
639,"ОАО ""ЮМК""",22250
640,"ОАО ""КОРМЗ""",1173
641,ПАО «МРСК Центра»,7985
642,"ОАО ""Кожгалантерея""",9639
643,"ПАО ""ЧТ""",9973
644,"ООО ""Экспобанк""",7601
645,"ОАО Уральский капитал""",13594
646,"ОАО ""Электроприбор""",11992
647,"ПАО ""РЕАТОН""",23239
648,"ОАО ""СахМП""",880
649,"АО ""РМК""",25192
650,"ПАО ""ЯТЭК""",4994
651,"ОАО ""НИТИ ""ПРОГРЕСС""",8992
652,"ОАО ""Ирбитский химфармзавод""",4436
653,"ПАО ""Кувандыкский завод КПО ""Долина""",12725
654,"ОАО  ""ПРОТОН-ИНВЕСТ""",23904
655,"ОАО ""Ивановострой""",25313
656,"АО ""МБК-С""",33382
657,"ООО ""ОАЭ""",37629
658,"ООО ТД ""Мясничий""",37422
659,ООО «ТРЕВЕЧ – Представитель»,36481
660,АО “ТПК”,15414
661,ООО «ТД РКС-СОЧИ»,38052
662,"АО ""Дорснаб""",10451
663,"ПАО ""ТМ""",14763
664,"ПАО ""Запсибкомбанк""",id=60
665,Евразийский банк развития,20533
666,"ПАО АФК ""Система""",4772
667,"ООО ""РГ Лизинг""",35659
668,"ОАО ""Эй Джи Си БСЗ""",10279
669,"АО ""Дальтрансгаз""",670
670,"ОАО ""МЕХАНИЗАТОР""",12804
671,"АО ""ЦЭРС и НТ РС(Я)""",10982
672,"ОАО ""КЖС""",2901
673,"ОАО ""Томскагропромпроект""",19572
674,ООО «О1 Груп Финанс»,36844
675,ПАО «МО»,4925
676,"ПАО ""Русский Север""",481
677,"ОАО ""Усалиагрохимсервис""",28101
678,"ПАО ""ПМСРЗ""",36247
679,"ОАО ""ВНИИМонтажспецстрой""",9783
680,"ОАО ""УПК Орел ГТУ"".",26714
681,"АО ""Завод ""ЭКОМАШ""",14048
682,"АО ЛК ""Зерно Сибири""",38133
683,"ПАО ""ИCКЧ""",7814
